show,season,episode,characters_lines,characters_words
The Office,3,08,"{'Jim': 81, 'Andy': 55, 'Karen': 30, 'Pam': 45, 'Toby': 16, 'Dwight': 84, 'Michael': 148, 'Hannah': 12, 'Tony': 22, 'Kevin': 21, 'Martin': 7, 'Ryan': 11, 'Kelly': 6, 'Meredith': 11, 'Video': 2, 'Angela': 7, 'Creed': 2, 'Phyllis': 8, 'Stanley': 4, 'Jan': 6}","{'Jim': 466, 'Andy': 448, 'Karen': 189, 'Pam': 355, 'Toby': 73, 'Dwight': 609, 'Michael': 1805, 'Hannah': 53, 'Tony': 122, 'Kevin': 141, 'Martin': 31, 'Ryan': 63, 'Kelly': 59, 'Meredith': 48, 'Video': 0, 'Angela': 37, 'Creed': 10, 'Phyllis': 60, 'Stanley': 51, 'Jan': 52}"
The Office,3,09,"{'Pam': 16, 'Hannah': 5, 'Stanley': 2, 'Michael': 54, 'Karen': 10, 'Jim': 31, 'Angela': 10, 'Jan': 7, 'Kevin': 13, 'Andy': 17, 'Dwight': 4, 'Martin': 11, 'Meredith': 1, 'Ryan': 3, 'Creed': 2, 'Phyllis': 1, 'Toby': 4}","{'Pam': 89, 'Hannah': 10, 'Stanley': 5, 'Michael': 1155, 'Karen': 47, 'Jim': 302, 'Angela': 97, 'Jan': 59, 'Kevin': 75, 'Andy': 208, 'Dwight': 60, 'Martin': 190, 'Meredith': 5, 'Ryan': 10, 'Creed': 22, 'Phyllis': 5, 'Toby': 75}"
The Office,3,10,"{'Dwight': 62, 'Pam': 57, 'Jim': 45, 'Toby': 15, 'Phyllis': 15, 'Creed': 4, 'Michael': 115, 'Kevin': 15, 'Andy': 28, 'Carol': 18, 'Stanley': 5, 'Angela': 51, 'Karen': 35, 'Meredith': 3, 'Kelly': 19, 'Ryan': 22, 'Waitress': 1, 'Roy': 6, 'Chef': 2, 'Cindy': 2, 'Hannah': 2, 'Man': 1, 'Darryl': 3, 'Everybody': 1, 'Both': 2, 'Oscar': 1}","{'Dwight': 621, 'Pam': 419, 'Jim': 459, 'Toby': 104, 'Phyllis': 85, 'Creed': 73, 'Michael': 1523, 'Kevin': 137, 'Andy': 296, 'Carol': 98, 'Stanley': 58, 'Angela': 659, 'Karen': 282, 'Meredith': 10, 'Kelly': 209, 'Ryan': 173, 'Waitress': 6, 'Roy': 44, 'Chef': 15, 'Cindy': 14, 'Hannah': 12, 'Man': 2, 'Darryl': 41, 'Everybody': 3, 'Both': 15, 'Oscar': 2}"
The Office,3,11,"{'Jim': 33, 'Dwight': 39, 'Karen': 9, 'Phyllis': 5, 'Andy': 10, 'Michael': 100, 'Pam': 43, 'Stanley': 10, 'Angela': 7, 'Everybody': 2, 'Packer': 7, 'Roy': 7, 'Darryl': 6, 'Kevin': 10, 'Toby': 9, 'Jan': 14, 'Creed': 4, 'Kelly': 2, 'Ryan': 2, 'Someone': 2, 'Meredith': 2}","{'Jim': 243, 'Dwight': 414, 'Karen': 110, 'Phyllis': 68, 'Andy': 76, 'Michael': 1493, 'Pam': 399, 'Stanley': 93, 'Angela': 65, 'Everybody': 7, 'Packer': 60, 'Roy': 64, 'Darryl': 38, 'Kevin': 104, 'Toby': 91, 'Jan': 231, 'Creed': 51, 'Kelly': 16, 'Ryan': 40, 'Someone': 8, 'Meredith': 33}"
The Office,3,12,"{'Michael': 48, 'Harvey': 7, 'Jim': 29, 'Pam': 9, 'Kevin': 4, 'Angela': 13, 'Andy': 29, 'Dwight': 33, 'Phyllis': 10, 'Karen': 15, 'Stanley': 8, 'Ryan': 8, 'Buyer': 2, 'Kenny': 1, 'Julius': 3, 'Guy': 1, 'Man': 5, 'Phone': 1, 'Kelly': 2, 'Jan': 1}","{'Michael': 525, 'Harvey': 42, 'Jim': 286, 'Pam': 37, 'Kevin': 40, 'Angela': 147, 'Andy': 613, 'Dwight': 433, 'Phyllis': 77, 'Karen': 74, 'Stanley': 73, 'Ryan': 60, 'Buyer': 25, 'Kenny': 17, 'Julius': 13, 'Guy': 1, 'Man': 40, 'Phone': 10, 'Kelly': 18, 'Jan': 30}"
The Office,3,13,"{'Dwight': 24, 'Andy': 39, 'Jim': 23, 'Michael': 45, 'Oscar': 11, 'Kevin': 3, 'Angela': 14, 'Pam': 9, 'MIchael': 1, 'Lady': 2, 'Karen': 3, 'Ryan': 3, 'Phyllis': 3, 'Stanley': 2, 'Paris': 6, 'Everybody': 1, 'Creed': 2, 'Meredith': 2, 'Marcy': 3}","{'Dwight': 219, 'Andy': 447, 'Jim': 109, 'Michael': 509, 'Oscar': 87, 'Kevin': 22, 'Angela': 111, 'Pam': 46, 'MIchael': 71, 'Lady': 8, 'Karen': 34, 'Ryan': 14, 'Phyllis': 37, 'Stanley': 8, 'Paris': 55, 'Everybody': 1, 'Creed': 9, 'Meredith': 4, 'Marcy': 22}"
The Office,3,14,"{'Michael': 77, 'Dwight': 29, 'Pam': 30, 'Jim': 25, 'Angela': 5, 'Karen': 15, 'Packer': 12, 'Meredith': 2, 'Ryan': 6, 'Elizabeth': 17, 'Stanley': 1, 'Kevin': 3, 'Roy': 1, 'Jan': 6, 'Kelly': 3}","{'Michael': 1043, 'Dwight': 199, 'Pam': 249, 'Jim': 174, 'Angela': 30, 'Karen': 149, 'Packer': 106, 'Meredith': 8, 'Ryan': 31, 'Elizabeth': 85, 'Stanley': 2, 'Kevin': 26, 'Roy': 27, 'Jan': 40, 'Kelly': 37}"
The Office,3,15,"{'Jim': 19, 'Dwight': 25, 'Michael': 49, 'Photographer': 1, 'Phyllis': 15, 'Pam': 15, 'Stanley': 2, 'Karen': 4, 'Angela': 3, 'Kevin': 4, 'Toby': 2, 'Kelly': 6, 'Meredith': 1, 'Crowd': 3, 'Priest': 4, 'Roy': 9, 'Randy': 2, 'Unknown': 1, 'Women': 1}","{'Jim': 169, 'Dwight': 270, 'Michael': 923, 'Photographer': 28, 'Phyllis': 99, 'Pam': 105, 'Stanley': 4, 'Karen': 42, 'Angela': 25, 'Kevin': 82, 'Toby': 5, 'Kelly': 68, 'Meredith': 11, 'Crowd': 1, 'Priest': 33, 'Roy': 107, 'Randy': 13, 'Unknown': 2, 'Women': 4}"
The Office,3,16,"{'Michael': 58, 'Kevin': 7, 'Ryan': 16, 'Dwight': 25, 'Roy': 8, 'Pam': 29, 'Jim': 20, 'Kelly': 11, 'Karen': 6, 'Stanley': 2, 'Angela': 5, 'Toby': 3, 'Creed': 8, 'Meredith': 12, 'Woman': 4, 'Kenny': 3, 'Oscar': 9, 'Gil': 4, 'Artist': 1}","{'Michael': 1164, 'Kevin': 32, 'Ryan': 154, 'Dwight': 329, 'Roy': 70, 'Pam': 184, 'Jim': 172, 'Kelly': 129, 'Karen': 22, 'Stanley': 13, 'Angela': 29, 'Toby': 60, 'Creed': 16, 'Meredith': 71, 'Woman': 6, 'Kenny': 46, 'Oscar': 63, 'Gil': 34, 'Artist': 3}"
The Office,3,17,"{'Michael': 85, 'Dwight': 35, 'Jim': 22, 'Pam': 24, 'Kevin': 12, 'Jan': 47, 'Roy': 24, 'Rachel': 11, 'Kelly': 4, 'Kenny': 7, 'Everyone': 1, 'Angela': 3, 'David': 8, 'Bartender': 1, 'Man': 1, 'Karen': 14, 'Ryan': 12, 'Creed': 2, 'Toby': 5, 'Child': 2, 'Waiter': 3, 'Meredith': 2, 'Stanley': 5, 'Oscar': 1, 'Melissa': 6}","{'Michael': 932, 'Dwight': 256, 'Jim': 194, 'Pam': 242, 'Kevin': 56, 'Jan': 531, 'Roy': 190, 'Rachel': 67, 'Kelly': 27, 'Kenny': 18, 'Everyone': 1, 'Angela': 12, 'David': 58, 'Bartender': 2, 'Man': 7, 'Karen': 177, 'Ryan': 90, 'Creed': 27, 'Toby': 17, 'Child': 13, 'Waiter': 21, 'Meredith': 7, 'Stanley': 42, 'Oscar': 7, 'Melissa': 17}"
The Office,3,18,"{'Karen': 16, 'Jim': 41, 'Kevin': 8, 'Roy': 8, 'Pam': 16, 'Dwight': 18, 'Michael': 107, 'Jan': 30, 'Toby': 17, 'Oscar': 4, 'Angela': 11, 'Kelly': 14, 'Ryan': 9, 'Darryl': 43, 'Phyllis': 4, 'Stanley': 4, 'Creed': 3, 'Hunter': 1, 'Andy': 2}","{'Karen': 212, 'Jim': 331, 'Kevin': 54, 'Roy': 109, 'Pam': 136, 'Dwight': 330, 'Michael': 1237, 'Jan': 296, 'Toby': 124, 'Oscar': 62, 'Angela': 56, 'Kelly': 205, 'Ryan': 55, 'Darryl': 409, 'Phyllis': 18, 'Stanley': 36, 'Creed': 63, 'Hunter': 7, 'Andy': 56}"
The Office,3,19,"{'Andy': 34, 'Pam': 21, 'Jim': 31, 'Dwight': 70, 'Michael': 101, 'Darryl': 32, 'Lonny': 12, 'Madge': 2, 'Kevin': 22, 'Guy': 1, 'Oscar': 3, 'Darry': 1, 'Toby': 8, 'Ryan': 9, 'Kelly': 11, 'Karen': 5, 'Everyone': 2, 'Micheal': 1, 'Creed': 4, 'Stanley': 5, 'Angela': 5, 'Phyllis': 3, 'Larry': 2}","{'Andy': 355, 'Pam': 111, 'Jim': 207, 'Dwight': 586, 'Michael': 1230, 'Darryl': 427, 'Lonny': 85, 'Madge': 6, 'Kevin': 166, 'Guy': 2, 'Oscar': 16, 'Darry': 14, 'Toby': 121, 'Ryan': 70, 'Kelly': 209, 'Karen': 28, 'Everyone': 4, 'Micheal': 20, 'Creed': 27, 'Stanley': 47, 'Angela': 39, 'Phyllis': 18, 'Larry': 9}"
The Office,3,20,"{'Jim': 73, 'Dwight': 42, 'Pam': 16, 'Phyllis': 1, 'Stanley': 1, 'Michael': 68, 'Ryan': 3, 'Karen': 4, 'Creed': 15, 'Oscar': 9, 'Angela': 25, 'Kelly': 25, 'Andy': 52, 'Kevin': 10, 'Jamie': 4, 'Barbara': 14, 'Denise': 9}","{'Jim': 416, 'Dwight': 533, 'Pam': 156, 'Phyllis': 14, 'Stanley': 7, 'Michael': 1195, 'Ryan': 105, 'Karen': 20, 'Creed': 330, 'Oscar': 64, 'Angela': 239, 'Kelly': 512, 'Andy': 544, 'Kevin': 79, 'Jamie': 17, 'Barbara': 95, 'Denise': 53}"
The Office,3,21,"{'Jim': 33, 'Dwight': 46, 'Pam': 33, 'Phyllis': 9, 'Andy': 16, 'Angela': 11, 'Creed': 6, 'Ryan': 5, 'Michael': 85, 'Kevin': 11, 'Toby': 7, 'Jan': 17, 'Hunter': 1, 'Karen': 14, 'Meredith': 5, 'Kelly': 7, 'Stanley': 2, 'Bob': 1}","{'Jim': 257, 'Dwight': 587, 'Pam': 288, 'Phyllis': 80, 'Andy': 272, 'Angela': 133, 'Creed': 79, 'Ryan': 48, 'Michael': 1552, 'Kevin': 58, 'Toby': 56, 'Jan': 177, 'Hunter': 4, 'Karen': 140, 'Meredith': 26, 'Kelly': 34, 'Stanley': 15, 'Bob': 5}"
The Office,3,22,"{'Michael': 145, 'Dwight': 50, 'Pam': 30, 'David': 9, 'Meredith': 7, 'Oscar': 5, 'Toby': 4, 'Kevin': 6, 'Stanley': 12, 'Angela': 8, 'Jim': 30, 'Andy': 21, 'Kelly': 9, 'Karen': 9, 'Ryan': 5, 'Phyllis': 5, 'Creed': 2, 'Group': 6, 'All': 1, 'Everyone': 1}","{'Michael': 2192, 'Dwight': 350, 'Pam': 538, 'David': 57, 'Meredith': 63, 'Oscar': 71, 'Toby': 16, 'Kevin': 121, 'Stanley': 114, 'Angela': 76, 'Jim': 279, 'Andy': 230, 'Kelly': 57, 'Karen': 41, 'Ryan': 68, 'Phyllis': 76, 'Creed': 16, 'Group': 61, 'All': 1, 'Everyone': 4}"
The Office,3,23,"{'Michael': 123, 'David': 47, 'Kevin': 17, 'Jim': 65, 'Meredith': 6, 'Andy': 30, 'Pam': 51, 'Dwight': 70, 'Karen': 40, 'Oscar': 12, 'Stanley': 7, 'Kelly': 7, 'Creed': 3, 'Ryan': 4, 'Angela': 6, 'Jan': 43, 'Phyllis': 5, 'Hunter': 6, 'Everyone': 1, 'Receptionist': 1}","{'Michael': 1680, 'David': 520, 'Kevin': 100, 'Jim': 503, 'Meredith': 57, 'Andy': 288, 'Pam': 581, 'Dwight': 826, 'Karen': 324, 'Oscar': 81, 'Stanley': 47, 'Kelly': 88, 'Creed': 27, 'Ryan': 67, 'Angela': 44, 'Jan': 455, 'Phyllis': 35, 'Hunter': 14, 'Everyone': 0, 'Receptionist': 6}"
The Office,4,01,"{'Michael': 159, 'Pam': 84, 'Jim': 53, 'Kevin': 21, 'Oscar': 14, 'Dwight': 57, 'Stanley': 10, 'Andy': 10, 'Angela': 50, 'Ryan': 8, 'Phyllis': 9, 'Kelly': 7, 'Nurse': 3, 'Meredith': 25, 'Creed': 9, 'Toby': 11, 'Darryl': 5, 'Intern': 5, 'Jan': 7, 'Elizabeth': 3, 'Waitress': 1, 'Someone': 1, 'Pediatrician': 3}","{'Michael': 2732, 'Pam': 656, 'Jim': 440, 'Kevin': 178, 'Oscar': 82, 'Dwight': 632, 'Stanley': 80, 'Andy': 112, 'Angela': 488, 'Ryan': 75, 'Phyllis': 32, 'Kelly': 47, 'Nurse': 12, 'Meredith': 168, 'Creed': 73, 'Toby': 108, 'Darryl': 13, 'Intern': 56, 'Jan': 42, 'Elizabeth': 4, 'Waitress': 1, 'Someone': 3, 'Pediatrician': 47}"
The Office,4,02,"{'Pam': 56, 'Jim': 48, 'Michael': 158, 'Toby': 18, 'Angela': 23, 'Dwight': 74, 'Phyllis': 13, 'Andy': 14, 'Kevin': 16, 'Kelly': 24, 'Ryan': 85, 'Creed': 15, 'Stanley': 5, 'Jan': 17, 'Oscar': 8, 'Amy': 3, 'GPS': 4, 'Ex-client': 17}","{'Pam': 329, 'Jim': 372, 'Michael': 2577, 'Toby': 139, 'Angela': 177, 'Dwight': 747, 'Phyllis': 113, 'Andy': 135, 'Kevin': 62, 'Kelly': 175, 'Ryan': 895, 'Creed': 148, 'Stanley': 27, 'Jan': 130, 'Oscar': 44, 'Amy': 19, 'GPS': 21, 'Ex-client': 119}"
The Office,4,03,"{'Michael': 156, 'Jim': 70, 'Pam': 31, 'Andy': 47, 'Oscar': 12, 'Kevin': 17, 'Everyone': 1, 'Meredith': 14, 'Dwight': 88, 'Kelly': 12, 'Stanley': 7, 'Angela': 52, 'Phyllis': 9, 'Ryan': 7, 'sAndy': 1, 'DunMiff/sys': 6, 'DwightKSchrute': 3, 'Jan': 6, 'Darryl': 9, 'Angels': 1, 'All': 5, 'Manager': 1, 'Bartender': 1, 'Man': 4, 'Creed': 1, 'Toby': 8}","{'Michael': 2191, 'Jim': 517, 'Pam': 280, 'Andy': 592, 'Oscar': 100, 'Kevin': 208, 'Everyone': 2, 'Meredith': 97, 'Dwight': 879, 'Kelly': 104, 'Stanley': 34, 'Angela': 561, 'Phyllis': 106, 'Ryan': 130, 'sAndy': 12, 'DunMiff/sys': 66, 'DwightKSchrute': 18, 'Jan': 21, 'Darryl': 54, 'Angels': 2, 'All': 7, 'Manager': 18, 'Bartender': 10, 'Man': 26, 'Creed': 17, 'Toby': 52}"
The Office,4,04,"{'Michael': 159, 'Pam': 56, 'Micahel': 1, 'Jan': 40, 'Michae': 1, 'Ryan': 21, 'Jim': 52, 'Dwight': 53, 'Angela': 10, 'Kevin': 12, 'Nick': 13, 'Mose': 13, 'Stanely': 2, 'Stanley': 7, 'Micael': 1, 'Vikram': 11, 'Kelly': 13, 'Darryl': 10, 'Creed': 7, 'Andy': 25, 'Oscar': 32, 'Phyllis': 3, 'Toby': 2, 'Meredith': 1}","{'Michael': 1971, 'Pam': 371, 'Micahel': 22, 'Jan': 437, 'Michae': 7, 'Ryan': 198, 'Jim': 436, 'Dwight': 683, 'Angela': 57, 'Kevin': 95, 'Nick': 198, 'Mose': 56, 'Stanely': 5, 'Stanley': 102, 'Micael': 1, 'Vikram': 51, 'Kelly': 104, 'Darryl': 100, 'Creed': 89, 'Andy': 260, 'Oscar': 249, 'Phyllis': 33, 'Toby': 29, 'Meredith': 8}"
The Office,4,05,"{'Michael': 87, 'Phyllis': 7, 'Andy': 21, 'Jim': 47, 'Pam': 19, 'Stanley': 1, 'Kevin': 3, 'Dwight': 11, 'Receptionist': 1, 'Ryan': 8, 'Oscar': 1, 'Meredith': 3, 'Creed': 2, 'Angela': 2, 'Darryl': 10, 'Both': 1, 'Everyone': 3, 'Bartender': 4}","{'Michael': 1480, 'Phyllis': 83, 'Andy': 340, 'Jim': 456, 'Pam': 177, 'Stanley': 15, 'Kevin': 27, 'Dwight': 115, 'Receptionist': 7, 'Ryan': 77, 'Oscar': 20, 'Meredith': 27, 'Creed': 6, 'Angela': 13, 'Darryl': 93, 'Both': 4, 'Everyone': 1, 'Bartender': 20}"
The Office,4,06,"{'Rolando': 2, 'Karen': 25, 'Michael': 87, 'Dwight': 44, 'Stanley': 8, 'All': 1, 'Jim': 78, 'Pam': 26, 'Oscar': 12, 'Ben': 4, 'Toby': 10, 'Andy': 12, 'Kevin': 2, 'Phyllis': 2, 'Angela': 1, 'Meredith': 1}","{'Rolando': 17, 'Karen': 252, 'Michael': 1322, 'Dwight': 311, 'Stanley': 77, 'All': 0, 'Jim': 614, 'Pam': 323, 'Oscar': 100, 'Ben': 29, 'Toby': 96, 'Andy': 279, 'Kevin': 4, 'Phyllis': 10, 'Angela': 33, 'Meredith': 17}"
The Office,4,07,"{'Toby': 16, 'Meredith': 5, 'Michael': 82, 'Pam': 23, 'Phyllis': 4, 'Jim': 69, 'Dwight': 35, 'Angela': 7, 'Kelly': 1, 'Oscar': 7, 'Creed': 12, 'Andy': 7, 'Kevin': 2, 'Stanley': 2, 'Everybody': 1}","{'Toby': 160, 'Meredith': 36, 'Michael': 1344, 'Pam': 151, 'Phyllis': 30, 'Jim': 545, 'Dwight': 375, 'Angela': 99, 'Kelly': 1, 'Oscar': 67, 'Creed': 100, 'Andy': 50, 'Kevin': 30, 'Stanley': 29, 'Everybody': 16}"
The Office,4,08,"{'Oscar': 4, 'Michael': 86, 'Kevin': 4, 'Pam': 25, 'Jan': 30, 'Ryan': 10, 'Lester': 23, 'Darryl': 3, 'Jim': 27, 'Kelly': 13, 'Diane': 10, 'Toby': 4, 'Man': 5, 'Meredith': 1, 'Dwight': 5, 'David': 3, 'Creed': 3, 'Stanley': 3, 'Phyllis': 3, 'Angela': 1, 'Andy': 6}","{'Oscar': 25, 'Michael': 1059, 'Kevin': 22, 'Pam': 235, 'Jan': 342, 'Ryan': 122, 'Lester': 331, 'Darryl': 6, 'Jim': 194, 'Kelly': 109, 'Diane': 131, 'Toby': 85, 'Man': 41, 'Meredith': 3, 'Dwight': 87, 'David': 8, 'Creed': 12, 'Stanley': 16, 'Phyllis': 16, 'Angela': 4, 'Andy': 59}"
The Office,4,09,"{'Stanley': 1, 'Phyllis': 1, 'Michael': 101, 'Jim': 42, 'Dwight': 18, 'Andy': 14, 'Jan': 90, 'Pam': 35, 'Angela': 14, 'All': 1, 'Michae': 1, 'Woman': 5, 'Officer': 1, 'Neighbor': 1}","{'Stanley': 3, 'Phyllis': 12, 'Michael': 1336, 'Jim': 349, 'Dwight': 256, 'Andy': 111, 'Jan': 929, 'Pam': 263, 'Angela': 96, 'All': 1, 'Michae': 7, 'Woman': 16, 'Officer': 4, 'Neighbor': 5}"
The Office,4,10,"{'Pam': 42, 'Jim': 26, 'Oscar': 2, 'Andy': 14, 'Kevin': 20, 'Michael': 100, 'Creed': 3, 'Phyllis': 9, 'Angela': 4, 'Dwight': 22, 'Stanley': 1, 'Margaret': 8, 'Paul': 2, 'Michael/Dwight': 1, 'Kelly': 7, 'Toby': 1}","{'Pam': 366, 'Jim': 214, 'Oscar': 18, 'Andy': 186, 'Kevin': 212, 'Michael': 1611, 'Creed': 27, 'Phyllis': 70, 'Angela': 13, 'Dwight': 288, 'Stanley': 12, 'Margaret': 42, 'Paul': 23, 'Michael/Dwight': 49, 'Kelly': 67, 'Toby': 45}"
The Office,4,11,"{'Pam': 17, 'Michael': 104, 'Dwight': 48, 'Jim': 43, 'Oscar': 8, 'Angela': 5, 'Ryan': 70, 'Stanley': 6, 'Phyllis': 5, 'Creed': 2, 'Kelly': 5, 'Andy': 4, 'Kevin': 4, 'Troy': 5, 'Waitress': 1, 'Toby': 8, 'Meredith': 1, 'Bartender': 2, 'Hank': 6}","{'Pam': 157, 'Michael': 1115, 'Dwight': 351, 'Jim': 464, 'Oscar': 54, 'Angela': 24, 'Ryan': 612, 'Stanley': 82, 'Phyllis': 23, 'Creed': 16, 'Kelly': 48, 'Andy': 60, 'Kevin': 17, 'Troy': 60, 'Waitress': 5, 'Toby': 111, 'Meredith': 1, 'Bartender': 8, 'Hank': 33}"
The Office,4,12,"{'Michael': 88, 'Pam': 30, 'Kevin': 8, 'Jim': 31, 'Phyllis': 9, 'Andy': 14, 'Kelly': 6, 'Oscar': 2, 'Dwight': 22, 'Angela': 3, 'Stanley': 20, 'Toby': 10, 'Creed': 1, 'Darryl': 8, 'Ryan': 14, 'Meredith': 1}","{'Michael': 1189, 'Pam': 248, 'Kevin': 100, 'Jim': 272, 'Phyllis': 49, 'Andy': 153, 'Kelly': 80, 'Oscar': 11, 'Dwight': 251, 'Angela': 13, 'Stanley': 218, 'Toby': 106, 'Creed': 40, 'Darryl': 24, 'Ryan': 261, 'Meredith': 2}"
The Office,4,13,"{'Michael': 74, 'Oscar': 5, 'Darryl': 5, 'Kelly': 1, 'Dwight': 10, 'Pam': 34, 'Jim': 21, 'Andy': 14, 'Phil': 10, 'Kevin': 9, 'Meredith': 1, 'Phyllis': 2, 'Creed': 4, 'Justin': 14, 'Kid': 2, 'Angela': 4, 'Maguire': 1, 'Brad': 18}","{'Michael': 1182, 'Oscar': 16, 'Darryl': 30, 'Kelly': 14, 'Dwight': 175, 'Pam': 309, 'Jim': 350, 'Andy': 147, 'Phil': 122, 'Kevin': 94, 'Meredith': 8, 'Phyllis': 10, 'Creed': 28, 'Justin': 61, 'Kid': 5, 'Angela': 7, 'Maguire': 5, 'Brad': 93}"
The Office,4,14,"{'Dwight': 48, 'Jim': 76, 'Pam': 47, 'Michael': 161, 'Toby': 50, 'Kelly': 4, 'Angela': 17, 'Phyllis': 23, 'Holly': 70, 'Stanley': 5, 'Creed': 8, 'Kevin': 23, 'Ryan': 5, 'Meredith': 9, 'Darryl': 3, 'Jan': 24, 'Andy': 12, 'Holy': 1, 'Hank': 1, 'Troy': 6, 'Someone': 1, 'Oscar': 3, 'Co-workers': 2}","{'Dwight': 409, 'Jim': 814, 'Pam': 349, 'Michael': 2000, 'Toby': 515, 'Kelly': 78, 'Angela': 160, 'Phyllis': 262, 'Holly': 537, 'Stanley': 67, 'Creed': 97, 'Kevin': 141, 'Ryan': 38, 'Meredith': 54, 'Darryl': 5, 'Jan': 218, 'Andy': 252, 'Holy': 13, 'Hank': 7, 'Troy': 35, 'Someone': 2, 'Oscar': 18, 'Co-workers': 7}"
