show,season,episode,characters_lines,characters_words
The Office,5,01,"{'Michael': 129, 'Dwight': 59, 'Meredith': 7, 'Stanley': 8, 'Creed': 5, 'Darryl': 11, 'Andy': 31, 'Holly': 54, 'Oscar': 24, 'Jim': 67, 'Pam': 34, 'Angela': 26, 'Ronnie': 3, 'Professor': 5, 'Kelly': 17, 'Jan': 13, 'Kevin': 12, 'Phyllis': 16, 'Ryan': 20, 'Friend': 5, 'JIM9334': 2, 'Receptionitis15': 1, 'Micheal': 2, 'Toby': 3}","{'Michael': 1718, 'Dwight': 565, 'Meredith': 46, 'Stanley': 135, 'Creed': 22, 'Darryl': 101, 'Andy': 529, 'Holly': 530, 'Oscar': 161, 'Jim': 721, 'Pam': 229, 'Angela': 223, 'Ronnie': 15, 'Professor': 92, 'Kelly': 194, 'Jan': 122, 'Kevin': 43, 'Phyllis': 158, 'Ryan': 200, 'Friend': 38, 'JIM9334': 28, 'Receptionitis15': 1, 'Micheal': 2, 'Toby': 82}"
The Office,5,02,"{'Pam': 9, 'Jim': 29, 'Oscar': 7, 'Angela': 2, 'Kevin': 13, 'Andy': 12, 'Dwight': 14, 'Michael': 64, 'Creed': 2, 'Holly': 53, 'Ryan': 12, 'Phyllis': 6, 'Kelly': 3, 'Stanley': 5, 'Meredith': 23, 'Dight': 1, 'Micheal': 3, 'Kendall': 6}","{'Pam': 42, 'Jim': 297, 'Oscar': 110, 'Angela': 25, 'Kevin': 140, 'Andy': 84, 'Dwight': 104, 'Michael': 926, 'Creed': 25, 'Holly': 814, 'Ryan': 207, 'Phyllis': 134, 'Kelly': 45, 'Stanley': 27, 'Meredith': 276, 'Dight': 1, 'Micheal': 28, 'Kendall': 132}"
The Office,5,03,"{'Dwight': 39, 'Michael': 78, 'Jim': 28, 'Andy': 13, 'Phyllis': 7, 'Angela': 16, 'Meredith': 1, 'Kevin': 12, 'Oscar': 4, 'Pam': 25, 'Holly': 13, 'Stanley': 2, 'Jan': 48, 'Kelly': 2, 'Creed': 2, 'Darryl': 9, 'Toby': 3}","{'Dwight': 347, 'Michael': 921, 'Jim': 238, 'Andy': 81, 'Phyllis': 56, 'Angela': 152, 'Meredith': 1, 'Kevin': 79, 'Oscar': 39, 'Pam': 305, 'Holly': 66, 'Stanley': 49, 'Jan': 589, 'Kelly': 19, 'Creed': 9, 'Darryl': 58, 'Toby': 14}"
The Office,5,04,"{'Receptionist': 1, 'Pam': 11, 'Michael': 94, 'Holly': 36, 'Andy': 7, 'Dwight': 33, 'Phyllis': 24, 'Angela': 8, 'Oscar': 5, 'Kevin': 5, 'Jim': 36, 'Creed': 2, 'Darryl': 8, 'Roy': 14, 'Bob': 10, 'All': 1, 'Stanley': 1}","{'Receptionist': 3, 'Pam': 146, 'Michael': 1274, 'Holly': 239, 'Andy': 81, 'Dwight': 388, 'Phyllis': 196, 'Angela': 42, 'Oscar': 50, 'Kevin': 28, 'Jim': 229, 'Creed': 24, 'Darryl': 66, 'Roy': 43, 'Bob': 20, 'All': 3, 'Stanley': 8}"
The Office,5,05,"{'Kelly': 7, 'Phyllis': 5, 'Ryan': 4, 'Oscar': 6, 'Creed': 2, 'Kevin': 5, 'Andy': 44, 'Jim': 25, 'Pam': 25, 'Dwight': 38, 'Michael': 101, 'Holly': 73, 'Darryl': 55, 'Tom': 13, 'Pete': 15, 'Meredith': 1, 'Stanley': 1, 'Angela': 8}","{'Kelly': 59, 'Phyllis': 43, 'Ryan': 21, 'Oscar': 72, 'Creed': 17, 'Kevin': 22, 'Andy': 508, 'Jim': 218, 'Pam': 287, 'Dwight': 390, 'Michael': 889, 'Holly': 474, 'Darryl': 401, 'Tom': 105, 'Pete': 141, 'Meredith': 21, 'Stanley': 1, 'Angela': 53}"
The Office,5,06,"{'Michael': 72, 'Dwight': 88, 'Darryl': 1, 'Andy': 29, 'Jim': 99, 'Kelly': 21, 'Kevin': 2, 'Group': 1, 'Mother': 4, 'Pam': 33, 'Alex': 10, 'Angela': 6, 'Customer': 5, 'Ryan': 6, 'Meredith': 1, 'Phyllis': 4, 'Stanley': 4}","{'Michael': 789, 'Dwight': 908, 'Darryl': 26, 'Andy': 313, 'Jim': 757, 'Kelly': 191, 'Kevin': 11, 'Group': 4, 'Mother': 11, 'Pam': 261, 'Alex': 224, 'Angela': 88, 'Customer': 27, 'Ryan': 93, 'Meredith': 11, 'Phyllis': 32, 'Stanley': 19}"
The Office,5,07,"{'Michael': 73, 'Jim': 22, 'Meredith': 3, 'Kevin': 2, 'Creed': 1, 'Phyllis': 2, 'Stanley': 3, 'Dwight': 15, 'Andy': 66, 'Oscar': 37, 'Stewardess': 1, 'Beth': 4, 'Ryan': 13, 'Kelly': 15, 'Concierge': 3, 'Pam': 14, 'Marie': 5, 'Guy': 1, 'Angela': 8, 'Client': 2}","{'Michael': 934, 'Jim': 129, 'Meredith': 7, 'Kevin': 9, 'Creed': 3, 'Phyllis': 6, 'Stanley': 6, 'Dwight': 127, 'Andy': 490, 'Oscar': 222, 'Stewardess': 7, 'Beth': 27, 'Ryan': 130, 'Kelly': 125, 'Concierge': 49, 'Pam': 151, 'Marie': 24, 'Guy': 5, 'Angela': 21, 'Client': 19}"
The Office,5,08,"{'Angela': 1, 'Kevin': 2, 'Dwight': 30, 'Jim': 31, 'Michael': 82, 'Ryan': 18, 'Kelly': 10, 'Toby': 29, 'David': 11, 'Pam': 23, 'Andy': 4, 'Phyllis': 3, 'Creed': 2, 'Leo': 3}","{'Angela': 16, 'Kevin': 18, 'Dwight': 410, 'Jim': 458, 'Michael': 892, 'Ryan': 233, 'Kelly': 53, 'Toby': 195, 'David': 71, 'Pam': 157, 'Andy': 52, 'Phyllis': 14, 'Creed': 29, 'Leo': 15}"
The Office,5,09,"{'Oscar': 31, 'Michael': 93, 'Pam': 51, 'Stanley': 4, 'Toby': 2, 'Jim': 31, 'Meredith': 1, 'Creed': 1, 'Andy': 18, 'Dwight': 29, 'Angela': 23, 'Kevin': 3, 'Kelly': 1, 'Phyllis': 2, 'Hank': 13, 'David': 6}","{'Oscar': 378, 'Michael': 942, 'Pam': 339, 'Stanley': 15, 'Toby': 27, 'Jim': 190, 'Meredith': 10, 'Creed': 5, 'Andy': 171, 'Dwight': 408, 'Angela': 144, 'Kevin': 20, 'Kelly': 9, 'Phyllis': 3, 'Hank': 119, 'David': 46}"
The Office,5,10,"{'Dwight': 27, 'Jim': 26, 'Stanley': 4, 'Phyllis': 19, 'Michael': 65, 'Angela': 12, 'Meredith': 36, 'Pam': 6, 'Andy': 8, 'Guy': 3, 'Oscar': 5, 'Kevin': 3, 'Toby': 15, 'Kelly': 1, 'Creed': 1, 'Sasha': 1, 'Darryl': 6}","{'Dwight': 346, 'Jim': 161, 'Stanley': 16, 'Phyllis': 274, 'Michael': 925, 'Angela': 124, 'Meredith': 274, 'Pam': 38, 'Andy': 232, 'Guy': 14, 'Oscar': 33, 'Kevin': 43, 'Toby': 183, 'Kelly': 8, 'Creed': 8, 'Sasha': 3, 'Darryl': 31}"
The Office,5,11,"{'Pam': 5, 'Michael': 46, 'Dwight': 65, 'Phyllis': 3, 'Jim': 27, 'Stanley': 2, 'Oscar': 10, 'Everyone': 1, 'Angela': 22, 'Kevin': 5, 'Andy': 62, 'Meredith': 6, 'David': 8, 'Creed': 2, 'Kelly': 2}","{'Pam': 66, 'Michael': 584, 'Dwight': 506, 'Phyllis': 14, 'Jim': 210, 'Stanley': 6, 'Oscar': 77, 'Everyone': 1, 'Angela': 203, 'Kevin': 61, 'Andy': 420, 'Meredith': 48, 'David': 145, 'Creed': 4, 'Kelly': 22}"
The Office,5,12,"{'Dwight': 71, 'Jim': 13, 'Phyllis': 4, 'Stanley': 4, 'Michael': 84, 'David': 9, 'Andy': 3, 'Creed': 1, 'Kevin': 12, 'Meredith': 2, 'Pam': 5, 'Angela': 3, 'Oscar': 3, 'Kelly': 2}","{'Dwight': 679, 'Jim': 240, 'Phyllis': 16, 'Stanley': 71, 'Michael': 725, 'David': 136, 'Andy': 36, 'Creed': 3, 'Kevin': 89, 'Meredith': 9, 'Pam': 38, 'Angela': 51, 'Oscar': 60, 'Kelly': 39}"
The Office,5,13,"{'Dwight': 73, 'Angela': 16, 'Pam': 32, 'Phyllis': 11, 'Andy': 23, 'Kevin': 8, 'Michael': 118, 'Everyone': 3, 'Jim': 35, 'Stanley': 28, 'Oscar': 11, 'Lawyer': 2, 'David': 1, 'Michel': 1, 'Rose': 8, 'Creed': 4, 'Kelly': 3, 'Lily': 6, 'Sam': 6, 'Meredith': 3, 'Group': 1, 'Darryl': 6}","{'Dwight': 874, 'Angela': 100, 'Pam': 442, 'Phyllis': 58, 'Andy': 317, 'Kevin': 54, 'Michael': 1886, 'Everyone': 18, 'Jim': 231, 'Stanley': 190, 'Oscar': 73, 'Lawyer': 8, 'David': 12, 'Michel': 23, 'Rose': 95, 'Creed': 26, 'Kelly': 44, 'Lily': 62, 'Sam': 107, 'Meredith': 43, 'Group': 2, 'Darryl': 40}"
The Office,5,14,"{'Michael': 55, 'Jim': 34, 'Pam': 35, 'Kelly': 8, 'Dwight': 25, 'Phyllis': 3, 'Julia': 13, 'Stanley': 7, 'Andy': 27, 'Rolando': 2, 'Karen': 20, 'Mark': 2, 'Oscar': 1, 'Creed': 5}","{'Michael': 1109, 'Jim': 243, 'Pam': 253, 'Kelly': 103, 'Dwight': 218, 'Phyllis': 14, 'Julia': 77, 'Stanley': 66, 'Andy': 461, 'Rolando': 19, 'Karen': 159, 'Mark': 8, 'Oscar': 5, 'Creed': 51}"
The Office,5,15,"{'Michael': 50, 'Karen': 2, 'Pam': 38, 'Oscar': 13, 'Kevin': 18, 'Angela': 19, 'Meredith': 9, 'Creed': 2, 'Dwight': 33, 'Kelly': 18, 'Jim': 33, 'Phyllis': 1, 'Receptionist': 5, 'Stanley': 2, 'A.J.': 8, 'Woman': 1, 'Man': 1, 'All': 1}","{'Michael': 587, 'Karen': 10, 'Pam': 348, 'Oscar': 77, 'Kevin': 87, 'Angela': 320, 'Meredith': 34, 'Creed': 15, 'Dwight': 305, 'Kelly': 194, 'Jim': 346, 'Phyllis': 4, 'Receptionist': 52, 'Stanley': 19, 'A.J.': 31, 'Woman': 8, 'Man': 8, 'All': 2}"
The Office,5,16,"{'Pam': 32, 'Jim': 35, 'Michael': 86, 'Dwight': 31, 'Kevin': 15, 'Kelly': 9, 'Phyllis': 11, 'Hank': 1, 'Meredith': 3, 'Bob': 9, 'Oscar': 14, 'Angela': 4, 'Lynn': 6, 'Blonde': 6, 'Eric': 1, 'Girl': 1, 'Stanley': 2}","{'Pam': 222, 'Jim': 186, 'Michael': 1156, 'Dwight': 300, 'Kevin': 165, 'Kelly': 79, 'Phyllis': 74, 'Hank': 1, 'Meredith': 18, 'Bob': 62, 'Oscar': 126, 'Angela': 67, 'Lynn': 16, 'Blonde': 36, 'Eric': 2, 'Girl': 4, 'Stanley': 27}"
The Office,5,17,"{'Pam': 24, 'Michael': 113, 'Dwight': 71, 'Jim': 39, 'Andy': 12, 'Kevin': 10, 'Oscar': 7, 'Darryl': 3, 'Creed': 2, 'Stanley': 1, 'David': 25, 'Lynn': 3}","{'Pam': 247, 'Michael': 1437, 'Dwight': 508, 'Jim': 376, 'Andy': 147, 'Kevin': 110, 'Oscar': 27, 'Darryl': 27, 'Creed': 6, 'Stanley': 18, 'David': 299, 'Lynn': 3}"
The Office,5,18,"{'Dwight': 15, 'Michael': 95, 'Jim': 25, 'Pam': 13, 'Charles': 65, 'Kelly': 7, 'Angela': 8, 'Kevin': 5, 'Andy': 6, 'Stanley': 2, 'Oscar': 3, 'David': 18, 'Stephanie': 6, 'Employees': 1, 'Phyllis': 3, 'Meredith': 1, 'Creed': 2}","{'Dwight': 159, 'Michael': 1332, 'Jim': 351, 'Pam': 141, 'Charles': 521, 'Kelly': 52, 'Angela': 59, 'Kevin': 32, 'Andy': 42, 'Stanley': 8, 'Oscar': 8, 'David': 138, 'Stephanie': 13, 'Employees': 21, 'Phyllis': 19, 'Meredith': 5, 'Creed': 18}"
The Office,5,19,"{'Michael': 88, 'Kelly': 3, 'Oscar': 12, 'Everyone': 1, 'Pam': 38, 'Stanley': 7, 'Angela': 4, 'Kevin': 13, 'Meredith': 2, 'Jim': 26, 'Andy': 14, 'Dwight': 12, 'Charles': 22, 'Isaac': 7, 'Creed': 1, 'Phone': 1, 'Phyllis': 3, 'Hank': 3, 'Toby': 1}","{'Michael': 1075, 'Kelly': 26, 'Oscar': 144, 'Everyone': 0, 'Pam': 328, 'Stanley': 37, 'Angela': 32, 'Kevin': 101, 'Meredith': 11, 'Jim': 193, 'Andy': 103, 'Dwight': 109, 'Charles': 226, 'Isaac': 33, 'Creed': 5, 'Phone': 35, 'Phyllis': 16, 'Hank': 9, 'Toby': 34}"
The Office,5,20,"{'Jim': 35, 'Kevin': 10, 'Andy': 16, 'Dwight': 17, 'Angela': 3, 'Stanley': 4, 'Pam': 65, 'Michael': 77, 'Charles': 40, 'Kelly': 1, 'Phyllis': 2, 'Creed': 1, 'Micheal': 1, 'Vikram': 10, 'Ryan': 11, 'Supervisor': 1, 'Michal': 1, 'Nana': 10, 'Chares': 1, 'Oscar': 1}","{'Jim': 235, 'Kevin': 69, 'Andy': 101, 'Dwight': 115, 'Angela': 12, 'Stanley': 21, 'Pam': 510, 'Michael': 1203, 'Charles': 297, 'Kelly': 9, 'Phyllis': 15, 'Creed': 5, 'Micheal': 4, 'Vikram': 107, 'Ryan': 67, 'Supervisor': 5, 'Michal': 14, 'Nana': 57, 'Chares': 3, 'Oscar': 2}"
The Office,5,21,"{'Michael': 46, 'Jim': 28, 'Pam': 45, 'Kelly': 5, 'Charles': 25, 'Erin': 16, 'Kevin': 2, 'Andy': 18, 'Dwight': 28, 'Ryan': 25, 'Toby': 3, 'Oscar': 5, 'Stanley': 3, 'Phyllis': 1, 'Man': 1, 'Creed': 2, 'Meredith': 1}","{'Michael': 732, 'Jim': 294, 'Pam': 457, 'Kelly': 43, 'Charles': 118, 'Erin': 61, 'Kevin': 13, 'Andy': 117, 'Dwight': 327, 'Ryan': 280, 'Toby': 67, 'Oscar': 31, 'Stanley': 16, 'Phyllis': 3, 'Man': 5, 'Creed': 22, 'Meredith': 6}"
The Office,5,22,"{'Michael': 95, 'Pam': 18, 'Jim': 27, 'Andy': 31, 'Phyllis': 5, 'Dwight': 83, 'Charles': 14, 'Ryan': 9, 'Secretary': 4, 'Stanley': 1, 'Kelly': 1, 'Kevin': 1}","{'Michael': 1130, 'Pam': 166, 'Jim': 303, 'Andy': 353, 'Phyllis': 21, 'Dwight': 844, 'Charles': 144, 'Ryan': 48, 'Secretary': 17, 'Stanley': 9, 'Kelly': 2, 'Kevin': 6}"
The Office,5,23,"{'Michael': 76, 'Ryan': 24, 'Pam': 33, 'Charles': 39, 'Jim': 29, 'Dwight': 25, 'Stanley': 1, 'Andy': 3, 'Angela': 2, 'David': 36, 'Kelly': 2, 'Kevin': 1, 'Phyllis': 1, 'Ty': 2, 'Erin': 1}","{'Michael': 880, 'Ryan': 181, 'Pam': 299, 'Charles': 315, 'Jim': 274, 'Dwight': 295, 'Stanley': 12, 'Andy': 46, 'Angela': 31, 'David': 390, 'Kelly': 1, 'Kevin': 1, 'Phyllis': 18, 'Ty': 8, 'Erin': 1}"
The Office,5,24,"{'Kevin': 1, 'Michael': 95, 'Ryan': 25, 'Pam': 30, 'Dwight': 49, 'Angela': 5, 'Jim': 29, 'Oscar': 5, 'Erin': 10, 'Stanley': 12, 'Phyllis': 13, 'Andy': 12, 'Meredith': 8, 'Toby': 13, 'Creed': 9, 'Kelly': 2, 'Darryl': 1}","{'Kevin': 73, 'Michael': 1264, 'Ryan': 176, 'Pam': 165, 'Dwight': 509, 'Angela': 62, 'Jim': 270, 'Oscar': 32, 'Erin': 33, 'Stanley': 63, 'Phyllis': 141, 'Andy': 97, 'Meredith': 66, 'Toby': 170, 'Creed': 74, 'Kelly': 22, 'Darryl': 10}"
The Office,5,25,"{'Erin': 23, 'Dwight': 32, 'Pam': 19, 'Jim': 17, 'Michael': 85, 'Ryan': 2, 'Angela': 17, 'Phyllis': 27, 'Oscar': 6, 'Andy': 16, 'Meredith': 1, 'Kevin': 15, 'Jessica': 3, 'Stanley': 2, 'Kelly': 11, 'Creed': 3, 'Phylis': 1, 'Lynn': 7}","{'Erin': 132, 'Dwight': 525, 'Pam': 120, 'Jim': 135, 'Michael': 1159, 'Ryan': 34, 'Angela': 144, 'Phyllis': 144, 'Oscar': 40, 'Andy': 99, 'Meredith': 7, 'Kevin': 122, 'Jessica': 28, 'Stanley': 20, 'Kelly': 78, 'Creed': 30, 'Phylis': 4, 'Lynn': 31}"
The Office,5,26,"{'Erin': 3, 'Jim': 24, 'Pam': 25, 'Dwight': 38, 'Michael': 54, 'Rolph': 6, 'Kevin': 5, 'Holly': 38, 'AJ': 8, 'Charles': 12, 'Andy': 12, 'Man': 1, 'Phyllis': 4, 'Woman': 1, 'Stanley': 2, 'Angela': 3, 'Meredith': 2, 'David': 13, 'Toby': 2, 'Kendall': 2, 'Oscar': 2, 'Both': 1, 'Nurse': 3}","{'Erin': 28, 'Jim': 283, 'Pam': 167, 'Dwight': 436, 'Michael': 491, 'Rolph': 54, 'Kevin': 16, 'Holly': 314, 'AJ': 58, 'Charles': 115, 'Andy': 70, 'Man': 5, 'Phyllis': 21, 'Woman': 2, 'Stanley': 17, 'Angela': 21, 'Meredith': 11, 'David': 204, 'Toby': 13, 'Kendall': 11, 'Oscar': 12, 'Both': 2, 'Nurse': 46}"
The Office,6,01,"{'Michael': 95, 'Andy': 37, 'Dwight': 20, 'Jim': 42, 'Pam': 27, 'Meredith': 4, 'Oscar': 10, 'Kelly': 9, 'Phyllis': 7, 'Maurie': 10, 'Eric': 8, 'Kevin': 14, 'Stanley': 12, 'Erin': 7, 'Angela': 5, 'Creed': 6, 'Toby': 1, 'Everyone': 3, 'Ryan': 1, 'Megan': 3}","{'Michael': 1167, 'Andy': 308, 'Dwight': 241, 'Jim': 294, 'Pam': 204, 'Meredith': 20, 'Oscar': 116, 'Kelly': 37, 'Phyllis': 55, 'Maurie': 84, 'Eric': 46, 'Kevin': 101, 'Stanley': 125, 'Erin': 37, 'Angela': 34, 'Creed': 52, 'Toby': 16, 'Everyone': 1, 'Ryan': 3, 'Megan': 17}"
The Office,6,02,"{'Michael': 70, 'Oscar': 7, 'David': 34, 'Jim': 19, 'Pam': 24, 'Darryl': 15, 'Toby': 26, 'Dwight': 32, 'Creed': 4, 'Kelly': 3, 'Andy': 7, 'Phyllis': 2, 'Stanley': 2, 'Kevin': 1, 'Erin': 3, 'Ryan': 5, 'Gwenneth': 2, 'Meredith': 6, 'Angela': 3}","{'Michael': 1043, 'Oscar': 33, 'David': 467, 'Jim': 186, 'Pam': 249, 'Darryl': 151, 'Toby': 257, 'Dwight': 318, 'Creed': 23, 'Kelly': 60, 'Andy': 232, 'Phyllis': 9, 'Stanley': 7, 'Kevin': 5, 'Erin': 17, 'Ryan': 25, 'Gwenneth': 2, 'Meredith': 40, 'Angela': 8}"
The Office,6,03,"{'Dwight': 29, 'Michael': 86, 'Jim': 91, 'Erin': 3, 'Stanley': 3, 'Oscar': 12, 'Phyllis': 13, 'Pam': 17, 'Ryan': 5, 'Kelly': 4, 'Creed': 3, 'Meredith': 9, 'Kevin': 14, 'Angela': 5, 'Andy': 3}","{'Dwight': 385, 'Michael': 1038, 'Jim': 924, 'Erin': 32, 'Stanley': 23, 'Oscar': 131, 'Phyllis': 99, 'Pam': 159, 'Ryan': 82, 'Kelly': 66, 'Creed': 8, 'Meredith': 60, 'Kevin': 93, 'Angela': 52, 'Andy': 37}"
The Office,6,04,"{'Pam': 70, 'Jim': 56, 'Dwight': 84, 'Phyllis': 3, 'Meredith': 6, 'Andy': 33, 'Michael': 129, 'Erin': 10, 'Kevin': 30, 'Angela': 12, 'Micheal': 1, 'Kelly': 3, 'Stanley': 7, 'Toby': 4, 'Mema': 13, 'Kids': 1, 'Oscar': 9, 'Penny': 11, 'Ryan': 3, 'Isabel': 11, 'Pete': 6, 'Tom': 6, 'Everyone': 1, 'Michel': 1}","{'Pam': 617, 'Jim': 670, 'Dwight': 792, 'Phyllis': 34, 'Meredith': 84, 'Andy': 407, 'Michael': 1629, 'Erin': 107, 'Kevin': 278, 'Angela': 87, 'Micheal': 1, 'Kelly': 26, 'Stanley': 56, 'Toby': 28, 'Mema': 162, 'Kids': 1, 'Oscar': 63, 'Penny': 66, 'Ryan': 24, 'Isabel': 82, 'Pete': 43, 'Tom': 44, 'Everyone': 2, 'Michel': 2}"
The Office,6,05,"{'Michael': 122, 'Toby': 3, 'Andy': 55, 'Creed': 1, 'Meredith': 3, 'Ryan': 4, 'Erin': 7, 'Grotti': 30, 'Kevin': 17, 'Dwight': 50, 'Oscar': 18, 'Phyllis': 1, 'Jim': 14, 'Pam': 5, 'Waitress': 7, 'Rep': 6, 'Woman': 4, 'Kid': 1}","{'Michael': 1107, 'Toby': 16, 'Andy': 536, 'Creed': 7, 'Meredith': 23, 'Ryan': 29, 'Erin': 54, 'Grotti': 378, 'Kevin': 159, 'Dwight': 491, 'Oscar': 183, 'Phyllis': 5, 'Jim': 76, 'Pam': 69, 'Waitress': 29, 'Rep': 64, 'Woman': 31, 'Kid': 5}"
The Office,6,06,"{'Erin': 12, 'Kevin': 6, 'Kelly': 10, 'Jim': 60, 'Pam': 60, 'Michael': 85, 'Dwight': 30, 'Meredith': 4, 'Toby': 15, 'Andy': 9, 'Various': 1, 'Angela': 5, 'Oscar': 6, 'Phyllis': 2, 'Creed': 1, 'Ryan': 8, 'Stanley': 1}","{'Erin': 73, 'Kevin': 21, 'Kelly': 88, 'Jim': 462, 'Pam': 478, 'Michael': 923, 'Dwight': 419, 'Meredith': 22, 'Toby': 148, 'Andy': 70, 'Various': 6, 'Angela': 37, 'Oscar': 48, 'Phyllis': 12, 'Creed': 4, 'Ryan': 42, 'Stanley': 3}"
The Office,6,07,"{'Michael': 85, 'Kids': 2, 'Jim': 49, 'Darryl': 7, 'Angela': 10, 'Kelly': 2, 'Creed': 3, 'Ryan': 1, 'Meredith': 8, 'Dwight': 14, 'Erin': 17, 'Pam': 39, 'Andy': 37, 'Phyllis': 9, 'Secretary': 2, 'Stanley': 3, 'Oscar': 11, 'Kevin': 10, 'Customer': 4}","{'Michael': 1165, 'Kids': 2, 'Jim': 427, 'Darryl': 108, 'Angela': 43, 'Kelly': 10, 'Creed': 26, 'Ryan': 9, 'Meredith': 64, 'Dwight': 139, 'Erin': 171, 'Pam': 241, 'Andy': 462, 'Phyllis': 79, 'Secretary': 19, 'Stanley': 15, 'Oscar': 59, 'Kevin': 52, 'Customer': 36}"
