show,season,episode,characters_lines,characters_words
The Office,6,08,"{'Dwight': 50, 'Stanley': 1, 'Andy': 28, 'Phyllis': 2, 'Michael': 114, 'Pam': 70, 'Erin': 3, 'Ryan': 8, 'Helene': 37, 'Angela': 2, 'Kevin': 6, 'Kelly': 5, 'Jim': 26, 'Creed': 2, 'Hostess': 1, 'Oscar': 3, 'Michel': 1, 'Toby': 7, 'Meredith': 1}","{'Dwight': 476, 'Stanley': 2, 'Andy': 250, 'Phyllis': 8, 'Michael': 1243, 'Pam': 475, 'Erin': 29, 'Ryan': 69, 'Helene': 386, 'Angela': 16, 'Kevin': 25, 'Kelly': 37, 'Jim': 144, 'Creed': 11, 'Hostess': 8, 'Oscar': 18, 'Michel': 4, 'Toby': 75, 'Meredith': 20}"
The Office,6,09,"{'Dwight': 30, 'Jim': 47, 'Kevin': 11, 'Michael': 67, 'Andy': 24, 'Erin': 15, 'Pam': 12, 'Oscar': 8, 'Phyllis': 5, 'Stanley': 6, 'Kelly': 1, 'Meredith': 4, 'Angela': 6, 'Ryan': 1, 'Creed': 2, 'David': 4}","{'Dwight': 437, 'Jim': 653, 'Kevin': 93, 'Michael': 811, 'Andy': 250, 'Erin': 115, 'Pam': 114, 'Oscar': 152, 'Phyllis': 50, 'Stanley': 23, 'Kelly': 19, 'Meredith': 31, 'Angela': 57, 'Ryan': 19, 'Creed': 23, 'David': 95}"
The Office,6,10,"{'Oscar': 18, 'Dwight': 26, 'Jim': 37, 'Pam': 12, 'Stanley': 4, 'Andy': 14, 'Michael': 71, 'Meredith': 1, 'Phyllis': 7, 'Kevin': 4, 'Erin': 3, 'Ryan': 18, 'Laurie': 5, 'David': 14, 'Alan': 12, 'Registrar': 1, 'Security': 2, 'Shareholder': 1, 'Creed': 1, ""O'Keefe"": 5}","{'Oscar': 191, 'Dwight': 303, 'Jim': 473, 'Pam': 96, 'Stanley': 20, 'Andy': 184, 'Michael': 1114, 'Meredith': 8, 'Phyllis': 40, 'Kevin': 23, 'Erin': 22, 'Ryan': 156, 'Laurie': 31, 'David': 106, 'Alan': 150, 'Registrar': 22, 'Security': 9, 'Shareholder': 3, 'Creed': 8, ""O'Keefe"": 33}"
The Office,6,11,"{'Andy': 22, 'Michael': 68, 'Jim': 38, 'Erin': 21, 'Dwight': 36, 'Pam': 14, 'Phyllis': 4, 'Stanley': 2, 'Mikela': 9, 'Students': 4, 'Teacher': 4, 'Lefevre': 11, 'Kevin': 6, 'Oscar': 2, 'Everyone': 1, 'Angela': 3, 'Zion': 1, 'Creed': 1, 'Deliveryman': 1, 'Kelly': 1, 'Stephanie': 2, 'David': 8, 'Ryan': 4}","{'Andy': 211, 'Michael': 1036, 'Jim': 350, 'Erin': 199, 'Dwight': 354, 'Pam': 133, 'Phyllis': 29, 'Stanley': 14, 'Mikela': 61, 'Students': 76, 'Teacher': 129, 'Lefevre': 156, 'Kevin': 28, 'Oscar': 5, 'Everyone': 2, 'Angela': 34, 'Zion': 6, 'Creed': 10, 'Deliveryman': 12, 'Kelly': 6, 'Stephanie': 15, 'David': 89, 'Ryan': 43}"
The Office,6,12,"{'Dwight': 37, 'Jim': 39, 'Everyone': 1, 'Oscar': 13, 'Ryan': 8, 'Meredith': 3, 'Phyllis': 27, 'Pam': 16, 'Andy': 16, 'Stanley': 5, 'Erin': 11, 'Kelly': 3, 'Kevin': 13, 'Creed': 2, 'Michael': 95, 'Group': 2, 'Daryl': 3, 'Office': 1, 'Toby': 6, 'Matt': 4, 'Angela': 6, 'David': 19, 'Stephanie': 1, 'Bob': 1}","{'Dwight': 317, 'Jim': 230, 'Everyone': 2, 'Oscar': 59, 'Ryan': 36, 'Meredith': 30, 'Phyllis': 224, 'Pam': 153, 'Andy': 130, 'Stanley': 35, 'Erin': 107, 'Kelly': 12, 'Kevin': 111, 'Creed': 17, 'Michael': 1241, 'Group': 2, 'Daryl': 22, 'Office': 2, 'Toby': 26, 'Matt': 14, 'Angela': 25, 'David': 146, 'Stephanie': 2, 'Bob': 3}"
The Office,6,13,"{'Eric': 26, 'Computron': 10, 'Michael': 43, 'Andy': 1, 'Pam': 5, 'Ryan': 1, 'Dwight': 17, 'Toby': 18, 'Kevin': 2, 'Angela': 2, 'Both': 4}","{'Eric': 189, 'Computron': 48, 'Michael': 462, 'Andy': 12, 'Pam': 47, 'Ryan': 10, 'Dwight': 118, 'Toby': 125, 'Kevin': 3, 'Angela': 6, 'Both': 15}"
The Office,6,14,"{'Michael': 82, 'Erin': 6, 'Oscar': 5, 'Dwight': 9, 'Pam': 25, 'Creed': 1, 'Gabe': 18, 'Jim': 26, 'Andy': 10, 'Meredith': 2, 'Angela': 2, 'Stanley': 1, 'Toby': 2, 'Jo': 8, 'Jerry': 14, 'David': 34, 'Everyone': 1, 'Phyllis': 1, 'Kevin': 1, 'All': 1, 'Teddy': 6, 'Both': 1}","{'Michael': 1135, 'Erin': 77, 'Oscar': 37, 'Dwight': 45, 'Pam': 167, 'Creed': 6, 'Gabe': 290, 'Jim': 300, 'Andy': 86, 'Meredith': 12, 'Angela': 10, 'Stanley': 2, 'Toby': 6, 'Jo': 165, 'Jerry': 158, 'David': 292, 'Everyone': 8, 'Phyllis': 10, 'Kevin': 11, 'All': 5, 'Teddy': 11, 'Both': 9}"
The Office,6,15,"{'Michael': 59, 'Dwight': 37, 'Gabe': 5, 'Jo': 26, 'Andy': 18, 'Kevin': 5, 'Angela': 1, 'Meredith': 3, 'Jim': 26, 'Erin': 23, 'Kelly': 8, 'Pam': 5, 'Oscar': 5, 'Ryan': 19, 'Nick': 5, 'Phyllis': 3}","{'Michael': 751, 'Dwight': 486, 'Gabe': 43, 'Jo': 424, 'Andy': 165, 'Kevin': 12, 'Angela': 2, 'Meredith': 47, 'Jim': 215, 'Erin': 266, 'Kelly': 123, 'Pam': 46, 'Oscar': 26, 'Ryan': 148, 'Nick': 38, 'Phyllis': 27}"
The Office,6,16,"{'Pam': 114, 'Dwight': 39, 'Jim': 115, 'Kevin': 27, 'Meredith': 6, 'Michael': 101, 'Erin': 35, 'Nick': 2, 'Angela': 11, 'Kelly': 3, 'Andy': 25, 'Stanley': 3, 'Phyllis': 6, 'Ryan': 2, 'Oscar': 3, 'Creed': 1, 'Toby': 1, 'Policeman': 2, 'Nurse': 19, 'Doctor': 3, 'Everyone': 1, 'Helene': 5, 'Kathy': 3, 'Dale': 1, 'Clark': 13, 'Isabelle': 9}","{'Pam': 938, 'Dwight': 506, 'Jim': 1003, 'Kevin': 179, 'Meredith': 30, 'Michael': 1318, 'Erin': 263, 'Nick': 32, 'Angela': 70, 'Kelly': 48, 'Andy': 480, 'Stanley': 23, 'Phyllis': 51, 'Ryan': 25, 'Oscar': 31, 'Creed': 2, 'Toby': 3, 'Policeman': 17, 'Nurse': 195, 'Doctor': 21, 'Everyone': 1, 'Helene': 45, 'Kathy': 16, 'Dale': 3, 'Clark': 132, 'Isabelle': 55}"
The Office,6,17,"{'Michael': 50, 'Kelly': 3, 'Ryan': 3, 'Meredith': 4, 'Erin': 20, 'Jim': 40, 'Phyllis': 1, 'Stanley': 1, 'Andy': 24, 'Dwight': 29, 'Jo': 53, 'Pam': 1, 'Angela': 3, 'Kevin': 3, 'Oscar': 4, 'Daryl': 13, 'Gabe': 3, 'D': 1, 'Reid': 5}","{'Michael': 628, 'Kelly': 28, 'Ryan': 21, 'Meredith': 37, 'Erin': 153, 'Jim': 268, 'Phyllis': 1, 'Stanley': 1, 'Andy': 211, 'Dwight': 373, 'Jo': 683, 'Pam': 25, 'Angela': 34, 'Kevin': 42, 'Oscar': 35, 'Daryl': 148, 'Gabe': 70, 'D': 15, 'Reid': 36}"
The Office,6,18,"{'Michael': 81, 'Jim': 48, 'Stanley': 9, 'Dwight': 42, 'Phyllis': 16, 'Andy': 14, 'Angela': 5, 'Darryl': 9, 'Erin': 7, 'Gabe': 7, 'Miichael': 1, 'Kelly': 8, 'Ryan': 3, 'Pam': 3, 'Kevin': 7, 'Meredith': 3, 'Toby': 2}","{'Michael': 968, 'Jim': 385, 'Stanley': 58, 'Dwight': 412, 'Phyllis': 189, 'Andy': 108, 'Angela': 76, 'Darryl': 71, 'Erin': 48, 'Gabe': 65, 'Miichael': 2, 'Kelly': 80, 'Ryan': 15, 'Pam': 26, 'Kevin': 42, 'Meredith': 14, 'Toby': 31}"
The Office,6,19,"{'Dwight': 34, 'Michael': 74, 'Jim': 33, 'Meredith': 1, 'Angela': 17, 'Creed': 1, 'Phyllis': 6, 'Everyone': 1, 'Oscar': 20, 'Stanley': 1, 'Matt': 5, 'Darryl': 10, 'Andy': 35, 'Pam': 31, 'Erin': 16, 'Kevin': 7, 'Julie': 12, 'Isabel': 18, 'Hide': 2, 'Ryan': 5, 'Kelly': 4, 'Bouncer': 1}","{'Dwight': 247, 'Michael': 670, 'Jim': 234, 'Meredith': 8, 'Angela': 128, 'Creed': 3, 'Phyllis': 53, 'Everyone': 3, 'Oscar': 143, 'Stanley': 2, 'Matt': 31, 'Darryl': 143, 'Andy': 341, 'Pam': 186, 'Erin': 70, 'Kevin': 38, 'Julie': 75, 'Isabel': 97, 'Hide': 70, 'Ryan': 38, 'Kelly': 30, 'Bouncer': 4}"
The Office,6,20,"{'Andy': 25, 'Oscar': 6, 'Kevin': 20, 'Phyllis': 3, 'Dwight': 17, 'Ryan': 5, 'Kelly': 5, 'Angela': 5, 'Meredith': 9, 'Erin': 52, 'Pam': 28, 'Jim': 8, 'Dwight.': 1, 'Michael': 45, 'Darryl': 3, 'Gabe': 23, 'Toby': 3}","{'Andy': 454, 'Oscar': 37, 'Kevin': 187, 'Phyllis': 9, 'Dwight': 173, 'Ryan': 27, 'Kelly': 30, 'Angela': 52, 'Meredith': 42, 'Erin': 489, 'Pam': 224, 'Jim': 107, 'Dwight.': 2, 'Michael': 519, 'Darryl': 21, 'Gabe': 367, 'Toby': 52}"
The Office,6,21,"{'Michael': 86, 'Erin': 9, 'Jim': 37, 'Dwight': 42, 'Oscar': 9, 'Angela': 3, 'Pam': 26, 'Donna': 38, 'Gabe': 14, 'Darryl': 4, 'Kelly': 26, 'Kevin': 7, 'Phyllis': 3, 'Ryan': 4, 'Andy': 3, 'Mihael': 1, 'Stanley': 2, 'All': 1}","{'Michael': 896, 'Erin': 72, 'Jim': 222, 'Dwight': 575, 'Oscar': 126, 'Angela': 11, 'Pam': 249, 'Donna': 247, 'Gabe': 171, 'Darryl': 47, 'Kelly': 290, 'Kevin': 60, 'Phyllis': 41, 'Ryan': 39, 'Andy': 62, 'Mihael': 4, 'Stanley': 24, 'All': 1}"
The Office,6,22,"{'Dwight': 34, 'Jim': 14, 'Pam': 37, 'Michael': 85, 'Stanley': 3, 'Andy': 28, 'Darryl': 26, 'Meredith': 1, 'Kelly': 7, 'Ryan': 2, 'Gabe': 4, 'Donna': 35, 'Erin': 3, 'Creed': 2, 'Glen': 1}","{'Dwight': 443, 'Jim': 137, 'Pam': 396, 'Michael': 843, 'Stanley': 29, 'Andy': 298, 'Darryl': 267, 'Meredith': 15, 'Kelly': 63, 'Ryan': 31, 'Gabe': 113, 'Donna': 194, 'Erin': 14, 'Creed': 46, 'Glen': 6}"
The Office,6,23,"{'Toby': 4, 'Michael': 80, 'Everyone': 4, 'Jim': 21, 'Dwight': 33, 'Creed': 4, 'Oscar': 3, 'Ryan': 11, 'Stanley': 2, 'Angela': 17, 'Pam': 30, 'Erin': 11, 'Kevin': 6, 'Lawyer': 11, 'Andy': 41, 'Phyllis': 8, 'Meredith': 3, 'Kelly': 5, 'Gabe': 6, 'Shane': 11, 'Darryl': 4, 'Reporter': 3}","{'Toby': 47, 'Michael': 1193, 'Everyone': 7, 'Jim': 117, 'Dwight': 256, 'Creed': 30, 'Oscar': 27, 'Ryan': 110, 'Stanley': 24, 'Angela': 132, 'Pam': 286, 'Erin': 109, 'Kevin': 21, 'Lawyer': 132, 'Andy': 463, 'Phyllis': 26, 'Meredith': 33, 'Kelly': 49, 'Gabe': 105, 'Shane': 64, 'Darryl': 79, 'Reporter': 21}"
The Office,6,24,"{'Michael': 67, 'Oscar': 2, 'Jim': 13, 'Angela': 4, 'Phyllis': 5, 'Dwight': 18, 'Jo': 42, 'Kevin': 6, 'Andy': 17, 'Nick': 11, 'Darryl': 6, 'Toby': 7, 'Pam': 17, 'Kelly': 5, 'Ryan': 2, 'Erin': 4, 'Realtor': 4, 'Gabe': 5, 'Creed': 2, 'Stanley': 2, 'Hank': 1}","{'Michael': 988, 'Oscar': 20, 'Jim': 90, 'Angela': 49, 'Phyllis': 38, 'Dwight': 283, 'Jo': 575, 'Kevin': 37, 'Andy': 211, 'Nick': 226, 'Darryl': 64, 'Toby': 32, 'Pam': 170, 'Kelly': 85, 'Ryan': 63, 'Erin': 28, 'Realtor': 43, 'Gabe': 73, 'Creed': 25, 'Stanley': 9, 'Hank': 15}"
The Office,7,01,"{'Stanley': 5, 'Ryan': 3, 'Kelly': 5, 'Creed': 4, 'Angela': 3, 'Andy': 16, 'Michael': 58, 'All': 2, 'Dwight': 21, 'Phyllis': 7, 'Toby': 3, 'Erin': 7, 'Gabe': 11, 'Pam': 25, 'Kevin': 5, 'Jim': 22, 'Luke': 18, 'Oscar': 8, 'Darryl': 5, 'Meredith': 3, 'Jo': 7, 'Both': 2}","{'Stanley': 19, 'Ryan': 24, 'Kelly': 99, 'Creed': 64, 'Angela': 38, 'Andy': 167, 'Michael': 1002, 'All': 2, 'Dwight': 201, 'Phyllis': 72, 'Toby': 22, 'Erin': 80, 'Gabe': 122, 'Pam': 218, 'Kevin': 41, 'Jim': 257, 'Luke': 141, 'Oscar': 81, 'Darryl': 70, 'Meredith': 13, 'Jo': 121, 'Both': 5}"
The Office,7,02,"{'Dwight': 48, 'Pam': 39, 'Jim': 34, 'Mose': 2, 'Toby': 35, 'Michael': 31, 'Phyllis': 3, 'Ryan': 3, 'Andy': 13, 'Stanley': 3, 'Kelly': 6, 'Creed': 1, 'Erin': 4, 'Oscar': 7, 'Darryl': 4, 'Angel': 1, 'Angela': 4, 'Gabe': 17, 'Salesman': 10}","{'Dwight': 589, 'Pam': 461, 'Jim': 266, 'Mose': 3, 'Toby': 321, 'Michael': 638, 'Phyllis': 29, 'Ryan': 15, 'Andy': 173, 'Stanley': 23, 'Kelly': 50, 'Creed': 6, 'Erin': 47, 'Oscar': 26, 'Darryl': 33, 'Angel': 8, 'Angela': 12, 'Gabe': 185, 'Salesman': 65}"
The Office,7,03,"{'Erin': 19, 'Jim': 19, 'Andy': 48, 'Angela': 16, 'Michael': 43, 'Pam': 17, 'Dwight': 17, 'Stanley': 2, 'Phyllis': 4, 'Usher': 2, 'All': 2, 'Darryl': 11, 'Kelly': 2, 'Shelby': 8, 'Meredith': 1, 'Creed': 2, 'Oscar': 1}","{'Erin': 272, 'Jim': 134, 'Andy': 524, 'Angela': 187, 'Michael': 500, 'Pam': 189, 'Dwight': 167, 'Stanley': 15, 'Phyllis': 20, 'Usher': 28, 'All': 7, 'Darryl': 90, 'Kelly': 5, 'Shelby': 41, 'Meredith': 1, 'Creed': 32, 'Oscar': 6}"
The Office,7,04,"{'Dwight': 41, 'Son': 4, 'Nate': 7, 'Angela': 2, 'Phyllis': 5, 'Ryan': 1, 'Kelly': 5, 'Andy': 40, 'Pam': 8, 'Michel': 1, 'Erin': 4, 'Michael': 88, 'Meredith': 7, 'Kevin': 10, 'Jim': 4, 'Oscar': 7, 'Donna': 7, 'Stanley': 4, 'Holly': 16, 'Jan': 16, 'Astrid': 3, 'Creed': 2, 'Darryl': 8, 'Helene': 4, 'Carroll': 14, 'Gabe': 3, 'Carrol': 1}","{'Dwight': 475, 'Son': 37, 'Nate': 20, 'Angela': 19, 'Phyllis': 37, 'Ryan': 4, 'Kelly': 33, 'Andy': 470, 'Pam': 76, 'Michel': 8, 'Erin': 11, 'Michael': 918, 'Meredith': 54, 'Kevin': 46, 'Jim': 19, 'Oscar': 56, 'Donna': 42, 'Stanley': 19, 'Holly': 138, 'Jan': 258, 'Astrid': 8, 'Creed': 7, 'Darryl': 107, 'Helene': 47, 'Carroll': 109, 'Gabe': 80, 'Carrol': 20}"
The Office,7,05,"{'Michael': 85, 'Oscar': 16, 'Pam': 10, 'Dwight': 56, 'Kevin': 12, 'Meredith': 15, 'Kelly': 3, 'Jim': 59, 'All': 4, 'Andy': 38, 'Phyllis': 8, 'Danny': 40, 'Angela': 2, 'Darryl': 23, 'Receptionist': 1, 'Steve': 5, 'Stanley': 5, 'Erin': 2, 'Ryan': 3, 'Creed': 2}","{'Michael': 1119, 'Oscar': 89, 'Pam': 85, 'Dwight': 503, 'Kevin': 77, 'Meredith': 138, 'Kelly': 19, 'Jim': 366, 'All': 36, 'Andy': 391, 'Phyllis': 45, 'Danny': 331, 'Angela': 6, 'Darryl': 132, 'Receptionist': 4, 'Steve': 26, 'Stanley': 24, 'Erin': 4, 'Ryan': 26, 'Creed': 9}"
The Office,7,06,"{'Andy': 16, 'Jim': 27, 'Stanley': 7, 'Kevin': 19, 'Michael': 59, 'All': 1, 'Pam': 24, 'Dwight': 14, 'Oscar': 8, 'Erin': 7, 'Gabe': 14, 'Danny': 28, 'Darryl': 26, 'Toby': 4, 'Ryan': 6, 'Kelly': 5, 'Creed': 3, 'Phyllis': 5, 'Angela': 5, 'Meredith': 1}","{'Andy': 213, 'Jim': 338, 'Stanley': 46, 'Kevin': 187, 'Michael': 829, 'All': 1, 'Pam': 303, 'Dwight': 222, 'Oscar': 115, 'Erin': 38, 'Gabe': 193, 'Danny': 227, 'Darryl': 179, 'Toby': 8, 'Ryan': 52, 'Kelly': 60, 'Creed': 39, 'Phyllis': 16, 'Angela': 92, 'Meredith': 7}"
The Office,7,07,"{'Pam': 33, 'Kelly': 2, 'Michael': 74, 'Jim': 38, 'Erin': 9, 'Dwight': 16, 'Angela': 8, 'Andy': 25, 'Ryan': 6, 'Toby': 3, 'Pastor': 6, 'All': 1, 'Lady': 1, 'Doug': 5, 'Stanley': 3, 'Kevin': 4, 'Girl': 9, 'Phyllis': 5, 'Woman': 3, 'Oscar': 2, 'Darryl': 2, 'Mee-Maw': 1, 'Students': 1, 'Guy': 8, 'Gabe': 2, 'MeeMaw': 1, 'Carla': 2, 'Helene': 1, 'Radio': 1}","{'Pam': 365, 'Kelly': 16, 'Michael': 907, 'Jim': 304, 'Erin': 80, 'Dwight': 274, 'Angela': 80, 'Andy': 257, 'Ryan': 62, 'Toby': 49, 'Pastor': 76, 'All': 2, 'Lady': 2, 'Doug': 50, 'Stanley': 37, 'Kevin': 43, 'Girl': 176, 'Phyllis': 39, 'Woman': 20, 'Oscar': 22, 'Darryl': 17, 'Mee-Maw': 11, 'Students': 1, 'Guy': 46, 'Gabe': 22, 'MeeMaw': 8, 'Carla': 8, 'Helene': 8, 'Radio': 40}"
The Office,7,08,"{'Erin': 42, 'Reporter': 2, 'Michael': 56, 'Kevin': 9, 'Dwight': 26, 'Angela': 9, 'Gabe': 18, 'Jim': 18, 'Kelly': 13, 'Andy': 27, 'Stanley': 1, 'Cece': 1, 'Pam': 23, 'Phyllis': 12, 'Oscar': 7, 'Ryan': 3, 'Daryl': 6, 'TV': 1, 'Creed': 4}","{'Erin': 328, 'Reporter': 16, 'Michael': 755, 'Kevin': 73, 'Dwight': 330, 'Angela': 68, 'Gabe': 178, 'Jim': 131, 'Kelly': 156, 'Andy': 240, 'Stanley': 1, 'Cece': 0, 'Pam': 277, 'Phyllis': 104, 'Oscar': 58, 'Ryan': 62, 'Daryl': 73, 'TV': 7, 'Creed': 23}"
The Office,7,09,"{'Dwight': 24, 'Michael': 66, 'Jim': 23, 'Pam': 28, 'Erin': 7, 'Andy': 10, 'Kevin': 9, 'Meridith': 2, 'Angela': 20, 'Ryan': 54, 'Guy': 1, 'Gabe': 7, 'Stanley': 7, 'Phyllis': 1, 'Phyliss': 1, 'Oscar': 5, 'Kids': 1, 'Kid': 1, 'Daryl': 10, 'Kelly': 5, 'Micheal': 1, 'Man': 10, 'Creed': 3, 'Jo': 2}","{'Dwight': 382, 'Michael': 691, 'Jim': 211, 'Pam': 258, 'Erin': 39, 'Andy': 74, 'Kevin': 46, 'Meridith': 7, 'Angela': 119, 'Ryan': 551, 'Guy': 6, 'Gabe': 133, 'Stanley': 75, 'Phyllis': 10, 'Phyliss': 8, 'Oscar': 44, 'Kids': 1, 'Kid': 6, 'Daryl': 97, 'Kelly': 84, 'Micheal': 1, 'Man': 102, 'Creed': 35, 'Jo': 58}"
The Office,7,10,"{'Dwight': 48, 'Jim': 27, 'Pam': 45, 'Hank': 3, 'Andy': 23, 'Michael': 56, 'Erin': 10, 'Darryl': 13, 'Stanley': 6, 'Nate': 13, 'Angela': 3, 'Phyllis': 3, 'Kevin': 8, 'Oscar': 25, 'Ryan': 7, 'Meredith': 2, 'Gabe': 1, 'Kelly': 8, 'Creed': 2, 'Passer-by': 5}","{'Dwight': 719, 'Jim': 260, 'Pam': 453, 'Hank': 24, 'Andy': 175, 'Michael': 728, 'Erin': 101, 'Darryl': 120, 'Stanley': 55, 'Nate': 76, 'Angela': 13, 'Phyllis': 30, 'Kevin': 53, 'Oscar': 254, 'Ryan': 48, 'Meredith': 10, 'Gabe': 8, 'Kelly': 65, 'Creed': 13, 'Passer-by': 14}"
The Office,7,11,"{'Nate': 4, 'Pam': 69, 'Michael': 127, 'Jim': 50, 'Kevin': 15, 'Andy': 28, 'Dwight': 38, 'Phyllis': 13, 'Erin': 18, 'All': 1, 'Meredith': 10, 'Angela': 26, 'Stanley': 5, 'Kelly': 14, 'Gabe': 6, 'Darryl': 23, 'Oscar': 10, 'Toby': 25, 'Ryan': 11, 'Creed': 4, 'Justine': 2, 'Holly': 50, 'Jada': 20, 'Robert': 5, 'AJ': 15, 'Darrly': 1}","{'Nate': 30, 'Pam': 783, 'Michael': 1753, 'Jim': 288, 'Kevin': 166, 'Andy': 294, 'Dwight': 391, 'Phyllis': 91, 'Erin': 128, 'All': 2, 'Meredith': 70, 'Angela': 223, 'Stanley': 75, 'Kelly': 166, 'Gabe': 68, 'Darryl': 295, 'Oscar': 62, 'Toby': 249, 'Ryan': 124, 'Creed': 16, 'Justine': 22, 'Holly': 460, 'Jada': 70, 'Robert': 23, 'AJ': 69, 'Darrly': 2}"
The Office,7,12,"{'Man': 3, 'Dwight': 34, 'Jim': 8, 'Member': 2, 'Michael': 75, 'Erin': 21, 'Angela': 7, 'Pam': 31, 'Phyllis': 9, 'Kelly': 10, 'Holly': 19, 'Kevin': 19, 'Andy': 21, 'Oscar': 3, 'Darryl': 21, 'Customer': 2, 'Gabe': 2, 'Creed': 13, 'Ryan': 6, 'DJ': 3, 'Meredith': 1}","{'Man': 28, 'Dwight': 372, 'Jim': 42, 'Member': 7, 'Michael': 883, 'Erin': 137, 'Angela': 14, 'Pam': 314, 'Phyllis': 77, 'Kelly': 47, 'Holly': 233, 'Kevin': 144, 'Andy': 214, 'Oscar': 24, 'Darryl': 213, 'Customer': 2, 'Gabe': 2, 'Creed': 83, 'Ryan': 49, 'DJ': 24, 'Meredith': 8}"
The Office,7,13,"{'Michael': 37, 'David': 12, 'Erin': 24, 'Andy': 47, 'Jim': 23, 'Pam': 18, 'Dwight': 19, 'Phyllis': 3, 'Stanley': 2, 'Holly': 12, 'Oscar': 14, 'Kevin': 8, 'Kelly': 12, 'Ryan': 8, 'Hank': 2, 'Gabe': 7, 'Guy': 2, 'Darryl': 3, 'Tom': 10}","{'Michael': 481, 'David': 91, 'Erin': 150, 'Andy': 669, 'Jim': 158, 'Pam': 148, 'Dwight': 120, 'Phyllis': 10, 'Stanley': 3, 'Holly': 74, 'Oscar': 105, 'Kevin': 134, 'Kelly': 130, 'Ryan': 44, 'Hank': 12, 'Gabe': 135, 'Guy': 25, 'Darryl': 30, 'Tom': 69}"
